number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3583126,CHI CENTER,P,SANTA FE,SANTA FE,GW,60.0,3000.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3583201,AMERICAN RV PARK,P,ALBUQUERQUE,BERNALILLO,GW,125.0,100000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3583204,PHILMONT SCOUT RANCH - URACCA OUTCAMP,P,,COLFAX,GW,50.0,3650.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3583329,AGUA PIEDRA CAMP GROUND USFS CARSON,F,,TAOS,GW,124.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3583404,PHILMONT SCOUT RANCH - ZASTRO OUTCAMP,P,,COLFAX,GW,75.0,3750.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3583529,FORT BURGWIN RESEARCH CENTER,P,RANCHOS DE TAOS,TAOS,GW,138.0,110000.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3584129,RIO BRAVO CAMPGROUND (BLM),F,PILAR,TAOS,GW,20.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3584229,PILAR CAMPGROUND (BLM),F,PILAR,TAOS,GW,20.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3584429,ST BERNARD CONDOMINIUMS,P,TAOS SKI VALLEY,TAOS,GW,75.0,5000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3584701,ELENA GALLEGOS PICNIC AREA,L,ALBUQUERQUE,BERNALILLO,GW,200.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3584801,CAROLINO CANYON,L,TIJERAS,BERNALILLO,GW,50.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3585401,ZUZAX FILL STATION,P,TIJERAS,BERNALILLO,GW,50.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3586032,ALLSUPS 165,P,,VALENCIA,GW,450.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3587001,MOUNTAIN CHRISTIAN CHURCH,P,CEDAR CREST,BERNALILLO,GW,140.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3587401,MESA DE SHARFI RESTAURANTE,P,ALBUQUERQUE,BERNALILLO,GW,120.0,42.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3587701,MONTESSA PARK,L,ALBUQUERQUE,BERNALILLO,GW,200.0,25000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3587801,VAPOR INC. COMMUNITY STORE,P,RIO PUERCO,BERNALILLO,GW,50.0,75.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3588301,TURQUOISE TRAIL CENTER  WATER SYSTEM,P,CEDAR CREST,BERNALILLO,GW,170.0,3000.0,NTNC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590005,NED HOUK PARK AREA 11,L,CLOVIS,CURRY,GW,50.0,12000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590006,LAKE SUMNER STATE PARK 1,S,FORT SUMNER,DE BACA,GW,25.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590009,CLIFF SCHOOL,L,CLIFF,GRANT,GW,300.0,33000.0,NTNC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590010,PAJARITO REST AREA - WEST BOUND,S,SANTA ROSA,GUADALUPE,GW,475.0,4000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590018,FORT UNION REST AREA NORTH BOUND,S,WATROUS,MORA,GW,125.0,3000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590020,GLENRIO HIGHWAY REST AREA,S,TUCUMCARI,QUAY,GW,250.0,37800.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590022,OASIS STATE PARK,S,PORTALES,ROOSEVELT,GW,25.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590023,COCHITI LAKE RECREATION AREA,F,COCHITI LAKE,SANDOVAL,GW,156.0,10000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590024,NAVAJO LAKE STATE PARK - COTTONWOOD CAMP,S,NAVAJO DAM,SAN JUAN,GU,200.0,43750.0,NC,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Surface,0.0,0.0,100.0,0.0,1.0,100.0,1.0,,No,Yes,,,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,No,3.0,,,Direct Impact Non-Community Water System
NM3590030,BOWLIN FLYING C RANCH,P,CLINES CORNERS,TORRANCE,GW,600.0,34000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590109,SAN LORENZO ELEMENTARY SCHOOL,L,SAN LORENZO,GRANT,GW,77.0,1040.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590110,PAJARITO REST AREA - EAST BOUND,S,SANTA ROSA,GUADALUPE,GW,450.0,4400.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590115,PAJARITO MOUNTAIN SKI AREA,P,LOS ALAMOS,LOS ALAMOS,GW,350.0,70000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590118,FORT UNION REST AREA SOUTH BOUND,S,WAGON MOUND,MORA,GW,999.0,10000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590121,ABIQUIU ELEMENTARY SCHOOL,S,ABIQUIU,RIO ARRIBA,GW,125.0,6000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590123,JEMEZ VALLEY PUBLIC SCHOOLS,P,JEMEZ SPRINGS,SANDOVAL,GW,350.0,20000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590128,FORT CRAIG REST AREA  EAST SIDE,S,SAN ANTONIO,SOCORRO,GW,300.0,3000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590129,AUSTING HAUS,P,TAOS SKI VALLEY,TAOS,GW,60.0,1500.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590130,GRAN QUIVIRA - SALINAS PUEBLO MISSIONS,F,MOUNTAINAIR,TORRANCE,GW,50.0,55000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590204,EAGLE NEST REINTEGRATION CENTER,S,EAGLE NEST,COLFAX,GW,30.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590206,LAKE SUMNER STATE PARK 2,S,FORT SUMNER,DE BACA,GW,25.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590207,LAS CRUCES KOA,P,LAS CRUCES,DONA ANA,GW,120.0,2300.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590208,SITTING BULL FALLS AREA  LINCOLN  USFS,F,CARLSBAD,EDDY,GW,25.0,6225.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590209,FREEPORT MCMORAN TYRONE INC.,P,TYRONE,GRANT,GW,350.0,258800.0,NTNC,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590210,ANTON CHICO REST AREA  WEST BOUND,S,SANTA ROSA,GUADALUPE,GW,450.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590218,COYOTE CREEK STATE PARK,S,GUADALUPITA,MORA,GW,50.0,13000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590226,EL SANTUARIO CHURCH,P,CHIMAYO,SANTA FE,GW,2000.0,0.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590228,BOSQUE DEL APACHE NATIONAL WILDLIFE REFU,F,SAN ANTONIO,SOCORRO,GWP,60.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590230,INLOW YOUTH CAMP,P,TAJIQUE,TORRANCE,GW,300.0,40000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590231,CLAYTON LAKE STATE PARK,S,CLAYTON,UNION,GW,178.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590308,GUADALUPE ADMIN. SITE - LINCOLN - USFS,F,CARLSBAD,EDDY,GW,50.0,23060.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590314,EAGLE CREEK SPORTS COMPLEX,L,RUIDOSO,LINCOLN,GW,250.0,192.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590316,BOWLINS AKELA TRADING POST,P,DEMING,LUNA,GW,100.0,172.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590317,MANUELITO REST AREA,S,GALLUP,MCKINLEY,GW,2501.0,38000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590318,MORA INN AND RV PARK,P,CLEVELAND,MORA,GW,75.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590324,CHACO CULTURE NATIONAL HISTORIC PARK,F,NAGEEZI,SAN JUAN,GW,250.0,120000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590328,VERY LARGE ARRAY VLA,F,MAGDALENA,SOCORRO,GW,45.0,75000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590330,MANZANO MOUNTAIN STATE PARK,S,TAJIQUE,TORRANCE,GW,125.0,3000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590331,CAPULIN VOLCANO NATIONAL MONUMENT,F,CAPULIN,UNION,GW,175.0,98000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590404,VERMEJO PARK LLC COSTILLA,P,RATON,COLFAX,GW,25.0,23000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590416,BOWLINS BUTTERFIELD STATION,P,DEMING,LUNA,GW,25.0,160.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590426,EDGEWOOD ELEMENTARY SCHOOL,L,EDGEWOOD,SANTA FE,GW,464.0,150000.0,NTNC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590427,PERCHA DAM STATE PARK,S,CABALLO,SIERRA,GW,25.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590429,ANANSI CHARTER SCHOOL,P,EL PRADO,TAOS,GW,95.0,0.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590430,QUARAI UNIT - SALINAS PUEBLO MISSIONS,F,MOUNTAINAIR,TORRANCE,GW,50.0,1000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590504,RATON PASS CAMP,P,RATON,COLFAX,GW,35.0,40000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590505,CLOVIS MUNICIPAL AIRPORT,L,CLOVIS,CURRY,GW,25.0,233600.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590507,FORT SELDON REST AREA-STATE HWY DEPT.,S,RADIUM SPRINGS,DONA ANA,GW,200.0,4000.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590516,BUTTERFIELD TRAIL REST AREA,S,DEMING,LUNA,GW,95.0,85.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590521,OJO CALIENTE MINERAL SPRINGS,P,OJO CALIENTE,TAOS,GW,200.0,10000.0,NTNC,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590526,EL RANCHO SENIOR CITIZENS CENTER,L,POJOAQUE,SANTA FE,GW,45.0,0.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590527,LAKEVIEW RV PARK,P,CABALLO,SIERRA,GW,66.0,0.0,NC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590530,RATTLESNAKE DRAW REST AREA,S,CLINES CORNERS,TORRANCE,GW,1000.0,10000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590607,NASAJSC WHITE SANDS TEST FACILITY- FF,F,ORGAN,DONA ANA,GW,1800.0,1000000.0,NTNC,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590608,INTREPID POTASH  EAST,P,CARLSBAD,EDDY,GW,211.0,1500.0,NTNC,Yes,12.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590616,DESERT VISTA RV VILLAGE,P,DEMING,LUNA,GW,220.0,210.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,27962,Yes,Yes,.58182651,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590619,CAMP WEHINAHPAY,P,SACRAMENTO,OTERO,SW,139.0,43000.0,NC,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,,No,Yes,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,,,,,,,,No,3.0,,,Direct Impact Non-Community Water System
NM3590621,MESA VISTA HIGH SCHOOL,L,OJO CALIENTE,TAOS,GW,400.0,33000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590625,VILLANUEVA STATE PARK,S,VILLANUEVA,SAN MIGUEL,GW,126.0,10000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590628,STALLION RANGE CENTER,F,SAN ANTONIO,SOCORRO,GW,50.0,826960.0,NTNC,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590702,GILA VISITOR CENTER-NPS GICL,F,GILA,CATRON,GW,219.0,55000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590704,THAXTON REST AREA,S,RATON,COLFAX,GW,150.0,850.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590708,INTREPID POTASH  WEST,P,CARLSBAD,EDDY,GW,71.0,527000.0,NTNC,Yes,12.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590709,CITY OF ROCKS STATE PARK,S,FAYWOOD,GRANT,GW,149.0,6000.0,NC,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590710,ANTON CHICO REST AREA  EAST BOUND,S,SANTA ROSA,GUADALUPE,GW,450.0,5000.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590714,SMOKEY BEAR R S  LINCOLN  USFS,F,RUIDOSO,LINCOLN,GW,180.0,16000.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590719,CAMP TALL PINES,P,MAYHILL,OTERO,GW,48.0,19500.0,NC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590727,BUREAU OF RECLAMATION,F,TRUTH OR CONSEQUENCES,SIERRA,GW,25.0,308000.0,NC,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3590732,ADELINO HEADSTART SCHOOL,P,TOME,VALENCIA,GW,150.0,250.0,NTNC,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
